
Frequency	dB	Unweighted
19.5	23.2 
19.8	23.3 
20.1	23.5 
20.3	23.7 
20.6	23.8 
20.9	24   
21.2	24.3 
21.6	24.4 
21.9	24.7 
22.2	24.7 
22.5	24.9 
22.8	25.2 
23.2	25.3 
23.5	25.5 
23.8	25.6 
24.2	25.9 
24.5	26   
24.9	26.1 
25.3	26.4 
25.6	26.6 
26	26.7   
26.4	26.8 
26.8	27.1 
27.2	27.3 
27.5	27.5 
28	27.6   
28.4	27.9 
28.8	27.9 
29.2	28.3 
29.6	28.3 
30	28.6   
30.5	28.8 
30.9	28.8 
31.4	29   
31.8	29.3 
32.3	29.5 
32.8	29.6 
33.2	29.8 
33.7	30.1 
34.2	30.1 
34.7	30.3 
35.2	30.6 
35.7	30.7 
36.2	30.8 
36.8	31.1 
37.3	31.3 
37.9	31.5 
38.4	31.7 
39	31.8   
39.5	32   
40.1	32.2 
40.7	32.4 
41.3	32.4 
41.9	32.8 
42.5	32.8 
43.1	33.1 
43.7	33.3 
44.4	33.4 
45	33.5   
45.7	33.7 
46.3	33.9 
47	34     
47.7	34.2 
48.4	34.4 
49.1	34.5 
49.8	34.8 
50.5	34.9 
51.3	35.2 
52	35.4   
52.8	35.4 
53.5	35.6 
54.3	35.8 
55.1	36   
55.9	36.1 
56.7	36.4 
57.5	36.5 
58.4	36.7 
59.2	36.8 
60.1	36.9 
61	37.2   
61.8	37.3 
62.7	37.4 
63.7	37.6 
64.6	37.7 
65.5	37.9 
66.5	38.1 
67.4	38.3 
68.4	38.4 
69.4	38.6 
70.4	38.7 
71.5	38.7 
72.5	38.9 
73.5	39   
74.6	39.2 
75.7	39.4 
76.8	39.5 
77.9	39.5 
79.1	39.6 
80.2	39.8 
81.4	40   
82.6	40.1 
83.8	40.2 
85	40.3   
86.2	40.4 
87.5	40.6 
88.7	40.5 
90	40.8   
91.3	40.8 
92.7	41   
94	41.1   
95.4	41.1 
96.8	41.3 
98.2	41.2 
99.6	41.4 
101	41.4  
103	41.6  
104	41.7  
106	41.8  
107	41.7  
109	41.8  
110	42    
112	41.9  
113	42.1  
115	42.1  
117	42.2  
118	42.2  
120	42.2  
122	42.4  
124	42.3  
125	42.4  
127	42.5  
129	42.6  
131	42.5  
133	42.7  
135	42.8  
137	42.8  
139	42.7  
141	42.8  
143	42.9  
145	42.9  
147	42.8  
149	43    
151	42.9  
154	43.1  
156	43.1  
158	43.2  
160	43.1  
163	43    
165	43.1  
168	43.3  
170	43.2  
172	43.3  
175	43.2  
177	43.2  
180	43.4  
183	43.2  
185	43.3  
188	43.3  
191	43.4  
194	43.4  
196	43.4  
199	43.5  
202	43.5  
205	43.5  
208	43.4  
211	43.4  
214	43.4  
217	43.5  
220	43.5  
224	43.6  
227	43.5  
230	43.6  
234	43.6  
237	43.6  
240	43.6  
244	43.8  
247	43.7  
251	43.7  
255	43.7  
258	43.8  
262	43.9  
266	43.7  
270	43.9  
274	43.7  
278	43.9  
282	43.9  
286	43.8  
290	43.8  
294	43.9  
298	43.9  
303	43.9  
307	44    
312	44    
316	44.1  
321	44    
325	44    
330	44.2  
335	44.1  
340	44    
345	44.1  
350	44.2  
355	44.1  
360	44.2  
365	44.2  
371	44.2  
376	44.2  
382	44.3  
387	44.3  
393	44.4  
398	44.3  
404	44.4  
410	44.5  
416	44.4  
422	44.4  
428	44.4  
434	44.5  
441	44.5  
447	44.6  
454	44.5  
460	44.7  
467	44.7  
474	44.8  
481	44.8  
488	44.8  
495	44.8  
502	44.8  
509	44.9  
517	44.8  
524	45    
532	45    
540	45    
547	45    
555	45    
563	45.1  
572	45.1  
580	45.3  
588	45.2  
597	45.2  
606	45.3  
614	45.3  
623	45.3  
632	45.4  
642	45.6  
651	45.5  
660	45.5  
670	45.7  
680	45.6  
690	45.7  
700	45.7  
710	45.7  
720	45.9  
731	45.8  
741	45.9  
752	46    
763	46.1  
774	46.1  
785	46.1  
797	46.2  
808	46.3  
820	46.3  
832	46.3  
844	46.3  
856	46.5  
869	46.5  
882	46.6  
894	46.7  
907	46.8  
921	46.7  
934	46.7  
948	46.8  
961	46.9  
975	47    
990	47    
1004	47.1 
1019	47.2 
1033	47.2 
1048	47.4 
1064	47.5 
1079	47.5 
1095	47.5 
1111	47.6 
1127	47.8 
1143	47.8 
1160	47.8 
1177	48   
1194	48   
1211	48   
1229	48.2 
1247	48.2 
1265	48.4 
1283	48.4 
1302	48.5 
1321	48.6 
1340	48.8 
1360	48.9 
1379	49   
1399	48.9 
1420	49.1 
1440	49.2 
1461	49.3 
1483	49.3 
1504	49.4 
1526	49.7 
1548	49.7 
1571	49.7 
1594	49.9 
1617	50.1 
1640	50.2 
1664	50.2 
1688	50.3 
1713	50.5 
1738	50.5 
1763	50.7 
1789	50.8 
1815	50.9 
1841	51   
1868	51.2 
1895	51.2 
1923	51.4 
1951	51.5 
1979	51.6 
2008	51.7 
2037	51.8 
2067	52.1 
2097	52.2 
2127	52.2 
2158	52.3 
2190	52.6 
2221	52.7 
2254	52.7 
2287	52.9 
2320	52.9 
2354	53.2 
2388	53.2 
2423	53.4 
2458	53.3 
2494	53.5 
2530	53.6 
2567	53.7 
2604	53.7 
2642	53.8 
2680	53.9 
2719	54   
2759	54   
2799	54.1 
2840	54.1 
2881	54.2 
2923	54.1 
2965	53.8 
3008	53.4 
3052	52.6 
3097	51.7 
3142	50.3 
3187	48.3 
3234	45.9 
3281	43.2 
3328	40.5 
3377	37.9 
3426	36.2 
3476	35.5 
3526	36.2 
3578	38.2 
3630	40.8 
3682	44   
3736	46.8 
3790	49.3 
3846	51   
3901	52.1 
3958	52.7 
4016	52.9 
4074	52.9 
4133	52.8 
4194	52.5 
4255	52.4 
4316	52.2 
4379	52   
4443	52   
4508	51.8 
4573	51.6 
4640	51.3 
4707	51.3 
4776	51   
4845	50.8 
4916	50.6 
4987	50.6 
5060	49.9 
5133	48.7 
5208	47.2 
5284	45.6 
5360	44.9 
5438	45.5 
5518	46.9 
5598	48.1 
5679	48.7 
5762	48.9 
5846	48.7 
5931	48.5 
6017	48.4 
6104	48.2 
6193	48   
6283	47.9 
6375	47.8 
6467	47.4 
6561	46.2 
6657	45   
6754	44.5 
6852	45.4 
6952	46.4 
7053	46.7 
7155	46.5 
7259	46.5 
7365	46.5 
7472	46.2 
7581	46.3 
7691	45.6 
7803	44.4 
7916	44.6 
8032	45.8 
8148	46.3 
8267	46.3 
8387	46.3 
8509	46.3 
8633	46.2 
8758	45   
8886	44.5 
9015	45.4 
9146	45.5 
9279	45.2 
9414	44.9 
9551	44.7 
9690	43.3 
9831	43.4 
9974	43.9 
10119	43.9
10266	43.7
10416	43.2
10567	42.2
10721	43.2
10877	43.2
11035	43  
11196	42.6
11358	42.1
11524	42.9
11691	42.8
11861	42.7
12034	41.7
12209	42.4
12386	42.4
12567	42.1
12749	41.6
12935	42.1
13123	42.1
13314	41.1
13507	42  
13704	42  
13903	41.2
14105	41.9
14311	41.8
14519	41.2
14730	41.7
14944	41.5
15162	41.2
15382	41.2
15606	40.4
15833	41  
16063	40.7
