
Frequency	dB	Unweighted
19.5	26.5 
19.8	26.8 
20.1	26.8 
20.3	26.8 
20.6	27   
20.9	27   
21.2	27.1 
21.6	27.3 
21.9	27.3 
22.2	27.3 
22.5	27.5 
22.8	27.6 
23.2	27.6 
23.5	27.7 
23.8	27.8 
24.2	27.8 
24.5	28   
24.9	28.1 
25.3	28.1 
25.6	28.2 
26	28.3   
26.4	28.3 
26.8	28.4 
27.2	28.5 
27.5	28.7 
28	28.7   
28.4	28.8 
28.8	28.9 
29.2	29   
29.6	29   
30	29     
30.5	29.1 
30.9	29.2 
31.4	29.4 
31.8	29.4 
32.3	29.5 
32.8	29.6 
33.2	29.7 
33.7	29.7 
34.2	29.9 
34.7	29.9 
35.2	30   
35.7	30   
36.2	30.2 
36.8	30.2 
37.3	30.3 
37.9	30.3 
38.4	30.4 
39	30.6   
39.5	30.6 
40.1	30.8 
40.7	30.8 
41.3	30.8 
41.9	30.9 
42.5	31   
43.1	31.1 
43.7	31.1 
44.4	31.2 
45	31.3   
45.7	31.4 
46.3	31.5 
47	31.5   
47.7	31.6 
48.4	31.7 
49.1	31.7 
49.8	31.9 
50.5	32.1 
51.3	32.1 
52	32.2   
52.8	32.2 
53.5	32.3 
54.3	32.4 
55.1	32.4 
55.9	32.4 
56.7	32.7 
57.5	32.8 
58.4	32.7 
59.2	32.8 
60.1	32.8 
61	32.9   
61.8	33.2 
62.7	33.2 
63.7	33.2 
64.6	33.3 
65.5	33.4 
66.5	33.4 
67.4	33.5 
68.4	33.7 
69.4	33.7 
70.4	33.8 
71.5	33.9 
72.5	33.8 
73.5	34   
74.6	34.1 
75.7	34.1 
76.8	34.1 
77.9	34.2 
79.1	34.3 
80.2	34.4 
81.4	34.5 
82.6	34.6 
83.8	34.7 
85	34.8   
86.2	34.9 
87.5	34.9 
88.7	34.9 
90	34.9   
91.3	35   
92.7	35.1 
94	35.1   
95.4	35.3 
96.8	35.3 
98.2	35.4 
99.6	35.5 
101	35.5  
103	35.7  
104	35.8  
106	35.7  
107	35.8  
109	35.9  
110	36    
112	36    
