
Frequency	dB	Unweighted
19.5	23.7 
19.8	23.9 
20.1	24.3 
20.3	24.5 
20.6	24.7 
20.9	24.9 
21.2	25.2 
21.6	25.6 
21.9	25.7 
22.2	26   
22.5	26.3 
22.8	26.3 
23.2	26.8 
23.5	26.9 
23.8	27.2 
24.2	27.4 
24.5	27.6 
24.9	28   
25.3	28.1 
25.6	28.5 
26	28.6   
26.4	28.9 
26.8	29.2 
27.2	29.5 
27.5	29.6 
28	29.9   
28.4	30.1 
28.8	30.3 
29.2	30.7 
29.6	30.9 
30	31.1   
30.5	31.3 
30.9	31.6 
31.4	31.9 
31.8	31.9 
32.3	32.2 
32.8	32.4 
33.2	32.7 
33.7	33   
34.2	33.1 
34.7	33.3 
35.2	33.5 
35.7	33.8 
36.2	33.8 
36.8	34.1 
37.3	34.3 
37.9	34.5 
38.4	34.7 
39	34.8   
39.5	35.1 
40.1	35.1 
40.7	35.3 
41.3	35.5 
41.9	35.5 
42.5	35.6 
43.1	35.9 
43.7	35.9 
44.4	36.1 
45	36.2   
45.7	36.3 
46.3	36.4 
47	36.4   
47.7	36.5 
48.4	36.6 
49.1	36.7 
49.8	36.9 
50.5	36.8 
51.3	36.9 
52	36.9   
52.8	37   
53.5	37.1 
54.3	37   
55.1	37.2 
55.9	37.1 
56.7	37.1 
57.5	37.2 
58.4	37.2 
59.2	37.1 
60.1	37.1 
61	37.2   
61.8	37.2 
62.7	37.2 
63.7	37.1 
64.6	37.2 
65.5	37.3 
66.5	37.1 
67.4	37.2 
68.4	37.2 
69.4	37.2 
70.4	37.2 
71.5	37   
72.5	37.1 
73.5	37.1 
74.6	37.1 
75.7	37.1 
76.8	37.2 
77.9	37   
79.1	36.9 
80.2	37.1 
81.4	37.1 
82.6	37.1 
83.8	37   
85	37     
86.2	36.9 
87.5	36.8 
88.7	36.9 
90	36.8   
91.3	36.9 
92.7	36.8 
94	36.8   
95.4	36.8 
96.8	36.7 
98.2	36.8 
99.6	36.7 
101	36.7  
103	36.8  
104	36.8  
106	36.7  
107	36.7  
109	36.7  
110	36.7  
112	36.6  
113	36.6  
115	36.6  
117	36.5  
118	36.6  
120	36.7  
122	36.6  
124	36.5  
125	36.6  
127	36.6  
129	36.5  
131	36.5  
133	36.6  
135	36.5  
137	36.5  
139	36.6  
141	36.6  
143	36.5  
145	36.5  
147	36.6  
149	36.6  
151	36.6  
154	36.5  
156	36.5  
158	36.6  
160	36.5  
163	36.6  
165	36.6  
168	36.5  
170	36.5  
172	36.5  
175	36.7  
177	36.6  
180	36.5  
183	36.5  
185	36.6  
188	36.5  
191	36.6  
194	36.6  
196	36.6  
199	36.7  
202	36.7  
205	36.6  
208	36.6  
211	36.6  
214	36.7  
217	36.8  
220	36.6  
224	36.6  
227	36.7  
230	36.7  
234	36.8  
237	36.8  
240	36.8  
244	36.9  
247	36.7  
251	36.8  
255	36.8  
258	36.8  
262	36.8  
266	36.7  
270	36.8  
274	36.9  
278	37    
282	36.8  
286	36.9  
290	36.8  
294	36.9  
298	36.9  
303	37.1  
307	37    
312	37.1  
316	37    
321	37    
325	37    
330	37.1  
335	37.1  
340	37.1  
345	37.1  
350	37.1  
355	37.2  
360	37.2  
365	37.2  
371	37.3  
376	37.3  
382	37.4  
387	37.3  
393	37.3  
398	37.4  
404	37.4  
410	37.4  
416	37.5  
422	37.4  
428	37.4  
434	37.4  
441	37.4  
447	37.6  
454	37.6  
460	37.5  
467	37.5  
474	37.5  
481	37.6  
488	37.7  
495	37.7  
502	37.7  
509	37.6  
517	37.8  
524	37.8  
532	37.9  
540	37.8  
547	37.9  
555	38    
563	37.9  
572	38    
580	38.1  
588	38.1  
597	38.1  
606	38.1  
614	38.1  
623	38.1  
632	38.2  
642	38.2  
651	38.3  
660	38.3  
670	38.3  
680	38.4  
690	38.3  
700	38.5  
710	38.4  
720	38.5  
731	38.6  
741	38.6  
752	38.7  
763	38.6  
774	38.7  
785	38.6  
797	38.7  
808	38.9  
820	38.8  
832	38.8  
844	38.8  
856	39    
869	38.9  
882	39.1  
894	39    
907	39.2  
921	39.1  
934	39.2  
948	39.3  
961	39.4  
975	39.3  
990	39.4  
1004	39.4 
1019	39.6 
1033	39.5 
1048	39.6 
1064	39.6 
1079	39.7 
1095	39.8 
1111	39.7 
1127	39.9 
1143	39.8 
1160	40   
1177	40   
1194	40.2 
1211	40.2 
1229	40.2 
1247	40.2 
1265	40.3 
1283	40.4 
1302	40.4 
1321	40.5 
1340	40.6 
1360	40.7 
1379	40.7 
1399	40.9 
1420	40.9 
1440	40.9 
1461	40.9 
1483	41.1 
1504	41.2 
1526	41.3 
1548	41.3 
1571	41.4 
1594	41.4 
1617	41.7 
1640	41.6 
1664	41.8 
1688	41.9 
1713	42   
1738	42.1 
1763	42.1 
1789	42.2 
1815	42.4 
1841	42.3 
1868	42.5 
1895	42.7 
1923	42.7 
1951	42.9 
1979	42.9 
2008	43   
2037	43.2 
2067	43.3 
2097	43.5 
2127	43.6 
2158	43.7 
2190	43.9 
2221	44   
2254	44.1 
2287	44.4 
2320	44.6 
2354	44.6 
2388	44.8 
2423	45   
2458	45.2 
2494	45.3 
2530	45.5 
2567	45.5 
2604	45.6 
2642	45.7 
2680	45.6 
2719	45.5 
2759	45.2 
2799	45.2 
2840	44.9 
2881	44.7 
2923	44.4 
2965	44.5 
3008	44.8 
3052	45.3 
3097	46   
3142	46.9 
3187	47.8 
3234	48.8 
3281	49.6 
3328	50.5 
3377	51.1 
3426	51.8 
3476	52.3 
3526	52.9 
3578	53.2 
3630	53.5 
3682	53.8 
3736	54   
3790	54.1 
3846	54.2 
3901	54.4 
3958	54.2 
4016	54   
4074	54   
4133	53.6 
4194	53.4 
4255	53   
4316	52.6 
4379	52.2 
4443	51.7 
4508	51.2 
4573	50.6 
4640	49.9 
4707	49.3 
4776	48.8 
4845	48.5 
4916	48.3 
4987	48.5 
5060	48.6 
5133	48.9 
5208	49   
